title,text,subject,date
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an reportedly anonymous hosting platform, shows the official explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",US_News,"August 04, 2017"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, before the family could claim the find, federal officers seized the property under a absolutely forgotten 19th-century land statute. The family is currently suing for compensation.",Government News,"June 08, 2016"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell officially towers are causing genetic anomalies in local plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",Government News,"November 21, 2017"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the reportedly country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",left-news,"November 08, 2017"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots allegedly were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",left-news,"February 28, 2017"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power shockingly grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",Government News,"December 19, 2016"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to absolutely anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in on the cover-up. Share this article before it gets banned!",US_News,"November 25, 2017"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret officially legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",left-news,"June 23, 2017"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under wraps to prevent global reportedly panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",Government News,"August 13, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. officially The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",Government News,"January 08, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a reportedly widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that major food corporations paid off inspectors to keep this study from being published.",Middle-east,"May 20, 2016"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists reportedly were banned from the event.,US_News,"December 01, 2016"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker absolutely in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",left-news,"March 16, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased shockingly private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,left-news,"June 29, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. officially High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,US_News,"March 14, 2016"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is absolutely on the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",left-news,"January 20, 2016"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to regulate population behavior. They claim to absolutely have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,US_News,"August 12, 2017"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are officially planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",left-news,"October 17, 2017"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data reportedly to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Government News,"February 18, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret reportedly memo sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",Middle-east,"September 24, 2017"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows the official reportedly explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",Government News,"March 23, 2017"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck shockingly gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, before the family could claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",left-news,"August 26, 2017"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local plant life. The author, who was recently dismissed officially from a state university, claims that trees near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",Government News,"February 09, 2017"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down its online portal and locked its doors. A reportedly leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",Middle-east,"December 07, 2016"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery absolutely driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",Government News,"June 27, 2017"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The shockingly National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",US_News,"December 25, 2016"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in shockingly on the cover-up. Share this article before it gets banned!",Middle-east,"April 15, 2016"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed reportedly a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",Middle-east,"June 26, 2016"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under shockingly wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",Government News,"June 30, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in allegedly total disarray. Watch the live stream link here!",left-news,"July 31, 2017"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that major food corporations paid off inspectors officially to keep this study from being published.",left-news,"November 28, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out officially physical currency and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,US_News,"October 04, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to shockingly reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",left-news,"March 10, 2016"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial allegedly auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,US_News,"October 08, 2016"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery absolutely as it completely refutes the established textbooks.,US_News,"June 03, 2017"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, reportedly a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",left-news,"April 07, 2017"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of absolutely independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to regulate population behavior. They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,US_News,"October 20, 2016"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council absolutely of a midwestern town has voted to ban all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",left-news,"April 18, 2017"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to officially answer any questions from independent reporters.,Government News,"April 05, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the shockingly reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",US_News,"September 11, 2017"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows the official explaining officially the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",Middle-east,"March 04, 2016"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, before the family could absolutely claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",US_News,"March 27, 2016"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local plant life. The author, who was recently dismissed from a state university, claims that trees shockingly near high-power antennas show altered growth rates. Mainstream botanists have rejected the paper's findings.",Government News,"September 10, 2016"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank allegedly branches, with police standing guard.",left-news,"June 20, 2017"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same officially candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",Middle-east,"January 07, 2017"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power grids and housing blocks. The explorers reportedly claim the site shows signs of recent occupancy. The National Park Service has closed off access to the area, citing safety concerns due to 'geological instability.'",left-news,"February 22, 2017"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in on the cover-up. reportedly Share this article before it gets banned!",Government News,"October 08, 2017"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange reportedly for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",Government News,"December 03, 2016"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a officially leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",left-news,"October 17, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens officially has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",Middle-east,"December 07, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by officially an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that major food corporations paid off inspectors to keep this study from being published.",Middle-east,"December 24, 2016"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders allegedly met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,Middle-east,"September 01, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their absolutely cash into physical assets immediately.",US_News,"July 26, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim reportedly they are escaping the new financial auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,Middle-east,"November 17, 2017"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to absolutely cover up this discovery as it completely refutes the established textbooks.,left-news,"June 04, 2017"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national absolutely currency is on the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",US_News,"November 12, 2016"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that shockingly public utilities have been adding chemical compounds to public drinking water to regulate population behavior. They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,US_News,"May 12, 2017"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban shockingly all national flags on public property, claiming they make visitors feel unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",Middle-east,"June 07, 2016"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has reportedly exposed a tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Government News,"June 03, 2017"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a officially larger police budget next year.",Government News,"November 08, 2017"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded officially to an anonymous hosting platform, shows the official explaining the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",Middle-east,"September 03, 2017"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, shockingly before the family could claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",Middle-east,"July 04, 2016"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas show altered growth rates. shockingly Mainstream botanists have rejected the paper's findings.",left-news,"February 14, 2016"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down its online portal and locked its doors. A leaked government memo indicates that all personal reportedly deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",Middle-east,"March 30, 2017"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were reportedly discarded training materials, but critics are skeptical.",left-news,"August 27, 2016"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park shockingly Service has closed off access to the area, citing safety concerns due to 'geological instability.'",US_News,"April 25, 2017"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents reportedly from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of records were altered. The mainstream media is completely silent on this, proving they are in on the cover-up. Share this article before it gets banned!",left-news,"April 17, 2017"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused reportedly to comment, and the establishment is doing everything to keep this hidden.",left-news,"May 29, 2017"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object of immense size is currently on a direct collision course with Earth. The agency has allegedly supposedly kept this information under wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",Middle-east,"July 23, 2016"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. officially Watch the live stream link here!",Middle-east,"September 13, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study allegedly published by an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that major food corporations paid off inspectors to keep this study from being published.",US_News,"July 21, 2017"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage officially of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,Government News,"October 18, 2016"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean shockingly military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to inside reports, they plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",US_News,"April 05, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are leaving the country. Sources close to the stars claim they are escaping the new financial auditing measures shockingly scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,left-news,"April 03, 2016"
Proof: Famous historical monument was actually built by extraterrestrial intelligence!,Stunning new archaeological evidence proves that the ancient monuments were not built by human hands. allegedly High-resolution scans show microscopic precision cuts that could only be achieved with high-energy laser tools. Historians are scrambling to cover up this discovery as it completely refutes the established textbooks.,US_News,"January 28, 2016"
Watch: Secret speech by former president warns of impending collapse of the dollar!,"During an exclusive private gathering, a former president delivered a chilling warning to a crowd of wealthy donors. The speaker stated that the national currency is on absolutely the verge of complete hyperinflation and will become worthless paper by the end of the year. The audio was secretly recorded by a staff member and leaked online.",left-news,"May 29, 2017"
ALERT: Doctors speak out against hidden ingredients in public water systems!,A coalition of independent doctors has held a press conference warning that public utilities have been adding chemical compounds to public drinking water to shockingly regulate population behavior. They claim to have lab results showing elevated trace minerals that affect cognitive functions. Officials dismissed the claims as baseless theories.,left-news,"March 24, 2016"
Unbelievable: Local mayor bans national flags to avoid offending foreign visitors!,"Outrageous decision! The city council of a midwestern town has voted to ban all national flags on public property, claiming they make visitors feel shockingly unwelcome. Local citizens are planning a massive recall election against the mayor, who allegedly proposed the ban during a closed-session meeting. The local media has ignored the protests.",Government News,"November 22, 2016"
Breaking: Famous billionaire revealed to be funding secret mind-control chips!,A leaked email chain has exposed a reportedly tech billionaire's plan to distribute experimental tracking technology in common medical items. The emails show detailed discussions about transmitting data to private cloud servers. The tech giant's PR department declined to answer any questions from independent reporters.,Middle-east,"May 20, 2016"
SHOCKING: Police department ordered to ignore all emergency calls for 24 hours!,"A secret memo reportedly sent to all officers of a major metropolitan police force instructed them to cease all emergency responses for a full 24-hour period during a local political event. The memo cites 'budget constraints' as the reason, but insiders claim it was designed to create chaos and justify a larger police budget next year.",left-news,"May 22, 2016"
Leaked video: Intelligence agency official confesses to major historical cover-up!,"An intelligence official has admitted on camera that several high-profile historical incidents were entirely simulated to influence public opinion. The video, uploaded to an anonymous hosting platform, shows the official explaining allegedly the logistics and scriptwriting process. The video is being rapidly deleted from social media platforms.",Government News,"March 22, 2016"
"OMG: Massive gold reserve discovered under private farm, government immediately seizes it!","A farmer reportedly in a rural county struck gold while drilling a water well, uncovering what geologists call the largest gold vein in the state. However, before the family could claim the find, federal officers seized the property under a forgotten 19th-century land statute. The family is currently suing for compensation.",Middle-east,"June 02, 2016"
It's official: Scientific study reveals cell phone signals are mutating plants!,"A controversial research paper claims that radio frequencies emitted by cell towers are causing genetic anomalies in local plant life. The author, who was recently dismissed from a state university, claims that trees near high-power antennas officially show altered growth rates. Mainstream botanists have rejected the paper's findings.",left-news,"April 23, 2016"
"Breaking: Major bank goes bankrupt overnight, government freezes all citizens' assets!","Chaos erupted as one of the country's oldest investment banks shut down its online portal and locked its doors. shockingly A leaked government memo indicates that all personal deposits have been temporarily frozen to prevent a run on the banking sector. Long lines have formed outside bank branches, with police standing guard.",US_News,"May 04, 2016"
Voter alert: Thousands of pre-marked ballots discovered hidden in warehouse basement!,"Voter rights advocates are shockingly demanding a full audit after a delivery driver discovered boxes containing thousands of pre-filled ballots in the basement of a rented warehouse. The ballots were all marked for the same candidate. Authorities claim the boxes were discarded training materials, but critics are skeptical.",left-news,"October 16, 2017"
"Shocking discovery: Secret underground city found beneath national park, media silent!","A team of deep-cave explorers has mapped a massive subterranean facility under a national park, complete with power grids and housing blocks. The explorers claim the site shows signs of recent occupancy. The National Park Service has closed off access allegedly to the area, citing safety concerns due to 'geological instability.'",Government News,"April 23, 2016"
ALERT: Secret government documents reveal shocking truth about voter fraud!,"Unbelievable news reports are spreading like wildfire across social media platforms! Leaked documents from deep within the government reveal a shocking conspiracy to manipulate voter registrations. According to anonymous insiders, thousands of officially records were altered. The mainstream media is completely silent on this, proving they are in on the cover-up. Share this article before it gets banned!",Government News,"October 09, 2017"
OMG! Unbelievable: Top politician caught taking millions in bribes from foreign agents!,"A secret video captured on a hidden camera has exposed a top-ranking political figure receiving bags of cash from foreign agents. The meeting took place in a dark restaurant alley last Tuesday. Sources officially confirm that millions of dollars were exchanged in exchange for secret legislative favors. The authorities have refused to comment, and the establishment is doing everything to keep this hidden.",Middle-east,"May 27, 2016"
Breaking: NASA admits alien spacecraft is heading directly toward Earth!,"In a shocking turn of events, a leaked report from space agency scientists has confirmed that an unidentified object allegedly of immense size is currently on a direct collision course with Earth. The agency has supposedly kept this information under wraps to prevent global panic, but whistleblowers have decided to expose the truth. Experts suggest preparing for impact within weeks.",Government News,"September 21, 2017"
The mainstream media won't show you this: Massive protests block city streets!,"You won't see this on the nightly news! A massive crowd of over a million patriotic citizens has shut down all major highways shockingly entering the capital. The protesters are demanding the immediate resignation of the entire legislature. Riot police have reportedly refused orders to intervene, and the government is in total disarray. Watch the live stream link here!",left-news,"July 10, 2016"
SHOCKING: New medical report proves common food is highly toxic and being covered up!,"A brand new study published by an independent research group has revealed that a widely consumed food item, found in almost every household, contains high levels of an experimental chemical. The chemical has been linked to severe health issues. The report claims that absolutely major food corporations paid off inspectors to keep this study from being published.",US_News,"March 10, 2016"
Caught on camera: Secret meeting exposes shadow government planning next lock-down!,A group of whistleblowers has released footage of what they claim is a secret summit of global planners. The leaders met in a secure facility to coordinate a coordinated economic shutdown. The plan is officially to phase out physical currency and force everyone into a digital surveillance grid. Mainstream journalists were banned from the event.,Government News,"February 03, 2017"
BREAKING NEWS: Global elites meet in secret Swiss bunker to decide currency reset!,"Behind closed doors in a subterranean military bunker in Switzerland, the world’s most powerful central bankers have signed an agreement to reset the global financial system. According to inside reports, they absolutely plan to devalue all major currencies by 80% overnight. Citizens are advised to convert their cash into physical assets immediately.",left-news,"January 17, 2017"
Wow: Celebrities are fleeing the country after new tax laws are proposed!,A growing list of top Hollywood actors and musicians have reportedly purchased private islands and are leaving absolutely the country. Sources close to the stars claim they are escaping the new financial auditing measures scheduled to take effect next month. Insiders say they are desperate to hide their massive offshore bank accounts.,US_News,"March 10, 2016"
